WeatherKey,WeatherDate,AverageHumidity,AveragePressure,AverageTemperature,AverageWindSpeed,TemperatureRangeName,HumidityLevelName,PressureLevelName,WindLevelName,WeatherComfortLevel,OverallWeatherDescription,ComfortLevel,CreateTimeStamp,SourceSystemCode,SourceFolder
563,2016-01-14,82,1007.5833333333334,272.03363227291533,4,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
564,2016-01-15,81.791666666666671,999.04166666666663,277.57349120154129,5.375,Cold,High,Low Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
565,2016-01-16,78.791666666666671,1008.4166666666666,271.70418131687609,5.708333333333333,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
566,2016-01-17,60.416666666666664,1017.25,260.53326144900177,6.25,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
567,2016-01-18,59.208333333333336,1024.875,256.25549827995837,6.375,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
568,2016-01-19,62.708333333333336,1031.2083333333333,258.6919478808752,3.125,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
569,2016-01-20,70.708333333333329,1026.2916666666667,264.6988435594601,1.7916666666666667,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
570,2016-01-21,78.75,1027.375,265.01052343587531,0.91666666666666663,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
571,2016-01-22,82.416666666666671,1026.1666666666667,268.46786396366502,2.5,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
572,2016-01-23,85.166666666666671,1023.3333333333334,270.813566866374,2.75,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
573,2016-01-24,73.458333333333329,1016.8333333333334,270.53716424412494,3.3333333333333335,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
574,2016-01-25,86.375,1012.0833333333334,272.77759740462278,3.4166666666666665,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
575,2016-01-26,84.958333333333329,1011.5416666666666,273.73536825716678,7.25,Cold,High,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
576,2016-01-27,67.708333333333329,1022.875,270.95308278799752,4.416666666666667,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
577,2016-01-28,74.916666666666671,1007.4166666666666,274.66646121004538,6,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
578,2016-01-29,61.625,1012.9583333333334,271.53812196529105,3.9583333333333335,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
579,2016-01-30,77.958333333333329,1006.2083333333334,276.37124366137357,4.25,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
580,2016-01-31,84.125,1002.9166666666666,278.88522526487571,3.5416666666666665,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
581,2016-02-01,92.083333333333329,1013.7083333333334,275.56215367149809,2.5833333333333335,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
582,2016-02-02,92.416666666666671,1014.4583333333334,274.5844300660824,4.333333333333333,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
583,2016-02-03,91.375,1001.7083333333334,275.68387000204086,5.083333333333333,Cold,High,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
584,2016-02-04,74,1021.1666666666666,270.37678830037567,4.75,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
585,2016-02-05,74.5,1026.2083333333333,271.55619416558272,2.5833333333333335,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
586,2016-02-06,74.25,1025.2083333333333,272.53583333333199,3.0833333333333335,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
587,2016-02-07,75.166666666666671,1013.25,276.46166666666812,5,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
588,2016-02-08,79.208333333333329,1005.1666666666666,272.82208333333199,4.5,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
589,2016-02-09,71.916666666666671,1008.875,266.58250000000129,5.5,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
590,2016-02-10,63.916666666666664,1016.0416666666666,263.34349268187407,4.958333333333333,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
591,2016-02-11,54.583333333333336,1024.2916666666667,263.09622254058263,3.5416666666666665,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
592,2016-02-12,57.833333333333336,1023.375,266.23047481225115,6.333333333333333,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
593,2016-02-13,39.625,1033,261.13603251762447,5.333333333333333,Cold,Low,High Pressure,Moderate Wind,Comfortable,Cool and Dry,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
594,2016-02-14,58.5,1027.4583333333333,263.25106140987543,4.375,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
595,2016-02-15,83.666666666666671,1014.0416666666666,267.58605385141664,3.1666666666666665,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
596,2016-02-16,80.5,1010.0833333333334,270.91230533341729,1.7916666666666667,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
597,2016-02-17,79.666666666666671,1020.3333333333334,270.98119526591836,2.4583333333333335,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
598,2016-02-18,72.625,1027.625,271.39453992271029,4.416666666666667,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
599,2016-02-19,59.5,1008.7083333333334,281.64136509800329,10.25,Cold,Medium,Normal Pressure,Strong Wind,Comfortable,Variable,Chilly & Windy,2025-06-27 21:18:38.637000000,1,2017-09-30
600,2016-02-20,53.541666666666664,1011.3333333333334,282.65899703804268,5.916666666666667,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
601,2016-02-21,79.541666666666671,1018,277.67812130149798,3.5833333333333335,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
602,2016-02-22,70.458333333333329,1022,274.82757457995967,2.4166666666666665,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
603,2016-02-23,68,1019.875,275.0625202621228,2.2083333333333335,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
604,2016-02-24,67.833333333333329,1008.8333333333334,275.08806971937599,8.7083333333333339,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
605,2016-02-25,77.166666666666671,1010.25,274.18897503250173,8.25,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
606,2016-02-26,71.5,1023.1666666666666,272.77094288299946,4.416666666666667,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
607,2016-02-27,70.125,1017.2916666666666,275.07193917120765,4.5,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
608,2016-02-28,64.708333333333329,1005,283.38585901087447,6.875,Cool,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
609,2016-02-29,67.416666666666671,1010.3333333333334,278.91774632604273,6.916666666666667,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
610,2016-03-01,81.625,1012.25,271.93742783579313,7.333333333333333,Cold,High,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
611,2016-03-02,66.333333333333329,1020.375,267.2462106069591,3.5833333333333335,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
612,2016-03-03,93.541666666666671,1019.2916666666666,272.18656520116605,3.4166666666666665,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
613,2016-03-04,70.125,1022.125,271.97075876083494,3.125,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
614,2016-03-05,80.75,1019.125,274.27846222491689,3.875,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
615,2016-03-06,73.375,1023.375,276.5365811930422,4.416666666666667,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
616,2016-03-07,63.875,1013.7916666666666,283.31384237987692,5.125,Cool,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
617,2016-03-08,59.25,1013.2916666666666,289.14776353295707,5.375,Cool,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
618,2016-03-09,74.625,1012.375,289.51760423100211,4.958333333333333,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
619,2016-03-10,71.833333333333329,1018.0416666666666,282.69926337616312,3.0833333333333335,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
620,2016-03-11,83.958333333333329,1026.5833333333333,278.72070886803954,1.9583333333333333,Cold,High,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
621,2016-03-12,82.416666666666671,1022.5833333333334,279.82594364041751,1.9583333333333333,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
622,2016-03-13,83,1011.875,282.27273299120753,3.25,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
623,2016-03-14,90.625,1005.625,281.56570545008248,1.4583333333333333,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
624,2016-03-15,81.541666666666671,1007.0416666666666,283.42745835362729,3,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
625,2016-03-16,70.958333333333329,999.875,285.20960026354265,10.833333333333334,Cool,Medium,Low Pressure,Strong Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
626,2016-03-17,45.458333333333336,1010.375,282.35197806725296,6.833333333333333,Cold,Low,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
627,2016-03-18,55.833333333333336,1016.4583333333334,278.41375394920675,4,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
628,2016-03-19,77.708333333333329,1021,276.79274926537585,3.0833333333333335,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
629,2016-03-20,64.833333333333329,1022.7083333333334,275.93086609562522,4.416666666666667,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
630,2016-03-21,62.875,1021.25,276.1278605940405,2.5,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
631,2016-03-22,44.791666666666664,1011.0416666666666,282.38211496154457,5.166666666666667,Cold,Low,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
632,2016-03-23,71.708333333333329,1009.5,280.52966129191822,5,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
633,2016-03-24,92.958333333333329,1003.125,277.76233989791541,4.375,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
634,2016-03-25,79.333333333333329,1015.4166666666666,274.7797443406244,3.6666666666666665,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
635,2016-03-26,83.083333333333329,1021.375,277.82047104533081,3.0416666666666665,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
636,2016-03-27,67,1015.25,282.14075951729092,4.083333333333333,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
637,2016-03-28,72.833333333333329,1015.625,280.46240903387661,5.125,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
638,2016-03-29,73.25,1025.0416666666667,279.30553852312465,1.6666666666666667,Cold,Medium,High Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
639,2016-03-30,63.916666666666664,1015.5,282.72545236570761,5.375,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
640,2016-03-31,78.791666666666671,997.20833333333337,288.4912183735392,7.541666666666667,Cool,Medium,Low Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
641,2016-04-01,77.083333333333329,1005.25,280.18069986487535,3.875,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
642,2016-04-02,71.5,1007.2916666666666,275.49313705721067,7.166666666666667,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
643,2016-04-03,62,1013.2916666666666,277.54523293533441,5.708333333333333,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
644,2016-04-04,65.625,1014.9583333333334,278.33133092962203,6.791666666666667,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
645,2016-04-05,67.333333333333329,1028.7083333333333,274.07702069929405,4.166666666666667,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
646,2016-04-06,67.458333333333329,1007.4166666666666,280.48110945875294,4.583333333333333,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
647,2016-04-07,80.916666666666671,1003,277.79814631241766,5.583333333333333,Cold,High,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
648,2016-04-08,68.416666666666671,1009.8333333333334,276.28216107383497,4.458333333333333,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
649,2016-04-09,60.625,1020.2083333333334,272.36995742262366,5.25,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
650,2016-04-10,62.583333333333336,1015.1666666666666,276.45623079825043,6.208333333333333,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
651,2016-04-11,76,1011,282.23088446541732,4.75,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
652,2016-04-12,51.625,1024.5833333333333,277.26021884866765,2.5416666666666665,Cold,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
653,2016-04-13,53.375,1026.9583333333333,279.1113221291688,2.875,Cold,Medium,High Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
654,2016-04-14,46.5,1024.5416666666667,282.19278138662571,3.5,Cold,Low,Normal Pressure,Light Wind,Comfortable,Cool and Dry,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
655,2016-04-15,44.625,1022.8333333333334,284.77795880229252,3.375,Cool,Low,Normal Pressure,Light Wind,Comfortable,Cool and Dry,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
656,2016-04-16,48.916666666666664,1024.625,287.41003958108342,2.5,Cool,Low,Normal Pressure,Light Wind,Comfortable,Cool and Dry,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
657,2016-04-17,44.75,1027.7916666666667,289.86662377137338,2.6666666666666665,Cool,Low,High Pressure,Light Wind,Comfortable,Cool and Dry,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
658,2016-04-18,41.375,1025.8333333333333,291.56813476962725,1.625,Cool,Low,High Pressure,Light Wind,Comfortable,Cool and Dry,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
659,2016-04-19,57.833333333333336,1022.6666666666666,286.03324698320642,3.875,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
660,2016-04-20,49.666666666666664,1019,288.03499429466672,4.291666666666667,Cool,Low,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
661,2016-04-21,84.166666666666671,1010.3333333333334,289.3516666666672,2.4583333333333335,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
662,2016-04-22,78.291666666666671,1008.0416666666666,282.70489358842025,4.916666666666667,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
663,2016-04-23,72.541666666666671,1021.0833333333334,282.03965604637665,2.75,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
664,2016-04-24,61.166666666666664,1015.7083333333334,287.01841987816607,3.8333333333333335,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
665,2016-04-25,53.583333333333336,1007.5833333333334,294.15593714270796,5.416666666666667,Warm,Medium,Normal Pressure,Moderate Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
666,2016-04-26,76.25,1010.375,285.35867119750134,4.791666666666667,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
667,2016-04-27,78.875,1013,280.27347325825161,5.625,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
668,2016-04-28,81.25,1012.2083333333334,281.22819338091739,4.5,Cold,High,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
669,2016-04-29,77.208333333333329,1017.6666666666666,280.46791666666655,3.6666666666666665,Cold,Medium,Normal Pressure,Light Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
670,2016-04-30,78.416666666666671,1017.3333333333334,280.54583333333409,5,Cold,Medium,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
671,2016-05-01,90.583333333333329,1014.4166666666666,281.17291666666824,5.041666666666667,Cold,High,Normal Pressure,Moderate Wind,Cold & Humid,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
672,2016-05-02,67.958333333333329,1016.6666666666666,283.06291666666681,5.833333333333333,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
673,2016-05-03,52.25,1014.3333333333334,284.36166666666446,2.9166666666666665,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
674,2016-05-04,61.833333333333336,1006.7083333333334,284.20708333333596,5.583333333333333,Cool,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
675,2016-05-05,62.75,1013.75,282.26333333333332,6,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
676,2016-05-06,50.833333333333336,1014.3333333333334,288.00666666666478,2.75,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
677,2016-05-07,43.25,1008.2083333333334,290.9237499999997,5.708333333333333,Cool,Low,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
678,2016-05-08,50.708333333333336,1012.9583333333334,285.25250000000051,2.0416666666666665,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
679,2016-05-09,62.916666666666664,1014.5,285.8887499999978,4.458333333333333,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
680,2016-05-10,88.291666666666671,1012.3333333333334,286.22458333333407,4.75,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
681,2016-05-11,88.083333333333329,1016.0416666666666,288.60125000000187,2.5,Cool,High,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
682,2016-05-12,79.875,1013.9583333333334,290.24791666666744,3.7916666666666665,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
683,2016-05-13,56.375,1015.0833333333334,287.54916666666639,4.833333333333333,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
684,2016-05-14,65.625,1013.5416666666666,281.2429166666688,5.958333333333333,Cold,Medium,Normal Pressure,Moderate Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
685,2016-05-15,48.958333333333336,1019.0416666666666,280.20499999999834,4.083333333333333,Cold,Low,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
686,2016-05-16,41.916666666666664,1019.875,285.81249999999875,4.833333333333333,Cool,Low,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
687,2016-05-17,59.25,1022.2083333333334,285.87041666666761,3.875,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
688,2016-05-18,51.916666666666664,1023.5416666666666,284.11333333333459,2.9583333333333335,Cool,Medium,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
689,2016-05-19,49.791666666666664,1022.875,285.91083333333313,2.2916666666666665,Cool,Low,Normal Pressure,Light Wind,Comfortable,Cool and Dry,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
690,2016-05-20,44.041666666666664,1021,287.4120833333339,3,Cool,Low,Normal Pressure,Light Wind,Comfortable,Cool and Dry,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
691,2016-05-21,38.416666666666664,1019.3333333333334,290.10916666666697,3.9583333333333335,Cool,Low,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
692,2016-05-22,43.875,1018.4166666666666,290.80291666666898,2.625,Cool,Low,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
693,2016-05-23,44.375,1016.1666666666666,291.67791666666483,2.7916666666666665,Cool,Low,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
694,2016-05-24,37.708333333333336,1014.5833333333334,295.21577348796154,4,Warm,Low,Normal Pressure,Light Wind,Comfortable,Variable,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
695,2016-05-25,54.083333333333336,1015.0416666666666,297.47140833666424,3.6666666666666665,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
696,2016-05-26,76.625,1013.0833333333334,295.19766212874896,4.166666666666667,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
697,2016-05-27,68.083333333333329,1012.0416666666666,296.52631116962277,3.9583333333333335,Warm,Medium,Normal Pressure,Light Wind,Comfortable,Mild and Damp,Pleasant,2025-06-27 21:18:38.637000000,1,2017-09-30
